,cross_val_acc,training_acc,test_acc,train_size,kernel,max_iter,C
0,0.4190379949256565,0.3495568574432928,0.35524009814230634,13314,linear,10,0.01
1,0.4696237543528901,0.3259055249540978,0.3298282509638977,11982,linear,10,0.01
2,0.49095741777511004,0.30400901323819357,0.30809674027339645,10651,linear,10,0.01
3,0.47118663883763096,0.4565940551561326,0.44724851033999297,9319,linear,10,0.01
4,0.41699931932459433,0.6911617426139208,0.6826147914475991,7988,linear,10,0.01
5,0.4466280052273962,0.4790446146913024,0.4751139151770067,6657,linear,10,0.01
6,0.47942976777090573,0.48619718309859156,0.48720644935155977,5325,linear,10,0.01
7,0.5297619047619048,0.7083124687030545,0.7117069751139152,3994,linear,10,0.01
8,0.5612944180338275,0.6810668670172803,0.7020679985979671,2662,linear,10,0.01
9,0.5431866182309706,0.4658151765589782,0.45618647038205395,1331,linear,10,0.01
10,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,0.1
11,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,0.1
12,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,0.1
13,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,0.1
14,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,0.1
15,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,0.1
16,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,0.1
17,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,0.1
18,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,0.1
19,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,0.1
20,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,0.2
21,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,0.2
22,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,0.2
23,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,0.2
24,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,0.2
25,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,0.2
26,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,0.2
27,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,0.2
28,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,0.2
29,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,0.2
30,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,0.8
31,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,0.8
32,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,0.8
33,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,0.8
34,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,0.8
35,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,0.8
36,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,0.8
37,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,0.8
38,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,0.8
39,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,0.8
40,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,0.7
41,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,0.7
42,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,0.7
43,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,0.7
44,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,0.7
45,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,0.7
46,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,0.7
47,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,0.7
48,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,0.7
49,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,0.7
50,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,1.0
51,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,1.0
52,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,1.0
53,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,1.0
54,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,1.0
55,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,1.0
56,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,1.0
57,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,1.0
58,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,1.0
59,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,1.0
60,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,3.0
61,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,3.0
62,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,3.0
63,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,3.0
64,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,3.0
65,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,3.0
66,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,3.0
67,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,3.0
68,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,3.0
69,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,3.0
70,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,5.0
71,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,5.0
72,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,5.0
73,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,5.0
74,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,5.0
75,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,5.0
76,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,5.0
77,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,5.0
78,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,5.0
79,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,5.0
80,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,10.0
81,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,10.0
82,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,10.0
83,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,10.0
84,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,10.0
85,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,10.0
86,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,10.0
87,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,10.0
88,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,10.0
89,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,10.0
90,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,15.0
91,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,15.0
92,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,15.0
93,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,15.0
94,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,15.0
95,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,15.0
96,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,15.0
97,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,15.0
98,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,15.0
99,0.5086001520655572,0.35612321562734783,0.35734314756396773,1331,linear,10,15.0
100,0.3311646006625881,0.37013669821240797,0.37697160883280756,13314,linear,10,20.0
101,0.4775791874419556,0.6750959772992823,0.6701717490361023,11982,linear,10,20.0
102,0.6197395143904662,0.4094451225237067,0.41692954784437436,10651,linear,10,20.0
103,0.41850423540415455,0.30529026719605107,0.3119523308797757,9319,linear,10,20.0
104,0.47219331181520763,0.41049073610415626,0.4150017525411847,7988,linear,10,20.0
105,0.4864168925369448,0.6824395373291272,0.6777076761303891,6657,linear,10,20.0
106,0.4813307377923445,0.6747417840375587,0.6789344549596915,5325,linear,10,20.0
107,0.45473621553884713,0.4441662493740611,0.4418156326673677,3994,linear,10,20.0
108,0.5285805978360536,0.35987978963185574,0.34840518752190675,2662,linear,10,20.0
