,cross_val_acc,training_acc,test_acc,train_size,kernel,max_iter,gamma,C
0,0.6487907244939641,0.649767162385459,0.6466876971608833,13314,rbf,10,0.1,0.01
1,0.5902919934670099,0.6509764646970456,0.6466876971608833,11982,rbf,10,0.1,0.01
2,0.5909247262556236,0.6516758989766219,0.6466876971608833,10651,rbf,10,0.1,0.01
3,0.5913790462104824,0.6527524412490611,0.6463371889239398,9319,rbf,10,0.1,0.01
4,0.5909016910235538,0.3500250375563345,0.3538380651945321,7988,rbf,10,0.1,0.01
5,0.5308333163270091,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,0.01
6,0.58811352132412,0.3575586854460094,0.3555906063792499,5325,rbf,10,0.1,0.01
7,0.6447167919799498,0.6487230846269404,0.6461619348054679,3994,rbf,10,0.1,0.01
8,0.6356127184753628,0.6401202103681443,0.6454609183315808,2662,rbf,10,0.1,0.01
9,0.622086114161809,0.6311044327573253,0.6454609183315808,1331,rbf,10,0.1,0.01
10,0.6487906963020471,0.6498422712933754,0.6465124430424115,13314,rbf,10,0.1,0.1
11,0.590008368130927,0.6509764646970456,0.6466876971608833,11982,rbf,10,0.1,0.1
12,0.5313283367186521,0.6516758989766219,0.6466876971608833,10651,rbf,10,0.1,0.1
13,0.5914863423478215,0.35057409593304,0.35331230283911674,9319,rbf,10,0.1,0.1
14,0.5911520039146677,0.3500250375563345,0.3538380651945321,7988,rbf,10,0.1,0.1
15,0.5308333163270091,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,0.1
16,0.5867987898425079,0.3575586854460094,0.3555906063792499,5325,rbf,10,0.1,0.1
17,0.6452180451127819,0.6487230846269404,0.6461619348054679,3994,rbf,10,0.1,0.1
18,0.6356127184753629,0.6401202103681443,0.6454609183315808,2662,rbf,10,0.1,0.1
19,0.622086114161809,0.6311044327573253,0.6454609183315808,1331,rbf,10,0.1,0.1
20,0.648715564821957,0.6498422712933754,0.6465124430424115,13314,rbf,10,0.1,0.2
21,0.6499749373782547,0.6509764646970456,0.6466876971608833,11982,rbf,10,0.1,0.2
22,0.47098108190870375,0.6516758989766219,0.6466876971608833,10651,rbf,10,0.1,0.2
23,0.5307567286139159,0.6529670565511321,0.6466876971608833,9319,rbf,10,0.1,0.2
24,0.5912771603602247,0.6534802203304958,0.6466876971608833,7988,rbf,10,0.1,0.2
25,0.5901426256363186,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,0.2
26,0.6463852560079214,0.6493896713615024,0.6472134595162986,5325,rbf,10,0.1,0.2
27,0.6452180451127819,0.6507260891337006,0.6465124430424115,3994,rbf,10,0.1,0.2
28,0.5669187038891789,0.6427498121712998,0.6480897301086576,2662,rbf,10,0.1,0.2
29,0.622086114161809,0.6311044327573253,0.6454609183315808,1331,rbf,10,0.1,0.2
30,0.648715564821957,0.6498422712933754,0.6465124430424115,13314,rbf,10,0.1,0.8
31,0.6500584098323449,0.6509764646970456,0.6468629512793551,11982,rbf,10,0.1,0.8
32,0.4708871851536963,0.6518636747723219,0.6463371889239398,10651,rbf,10,0.1,0.8
33,0.5908425655237872,0.6526451335980256,0.6463371889239398,9319,rbf,10,0.1,0.8
34,0.530325971373992,0.6536054081121683,0.6466876971608833,7988,rbf,10,0.1,0.8
35,0.5306831661768591,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,0.8
36,0.6463852560079214,0.3579342723004695,0.3548895899053628,5325,rbf,10,0.1,0.8
37,0.6452180451127819,0.6507260891337006,0.6465124430424115,3994,rbf,10,0.1,0.8
38,0.6217029440392727,0.6419984973703982,0.6480897301086576,2662,rbf,10,0.1,0.8
39,0.622086114161809,0.6311044327573253,0.6454609183315808,1331,rbf,10,0.1,0.8
40,0.648715564821957,0.6498422712933754,0.6465124430424115,13314,rbf,10,0.1,0.7
41,0.6499749373782547,0.6509764646970456,0.6468629512793551,11982,rbf,10,0.1,0.7
42,0.4708871851536963,0.6518636747723219,0.6463371889239398,10651,rbf,10,0.1,0.7
43,0.5908425655237872,0.6526451335980256,0.6463371889239398,9319,rbf,10,0.1,0.7
44,0.530325971373992,0.6536054081121683,0.6466876971608833,7988,rbf,10,0.1,0.7
45,0.5306831661768591,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,0.7
46,0.6463852560079214,0.3579342723004695,0.3548895899053628,5325,rbf,10,0.1,0.7
47,0.6452180451127819,0.6507260891337006,0.6465124430424115,3994,rbf,10,0.1,0.7
48,0.6217029440392727,0.6427498121712998,0.6480897301086576,2662,rbf,10,0.1,0.7
49,0.622086114161809,0.6311044327573253,0.6454609183315808,1331,rbf,10,0.1,0.7
50,0.648715564821957,0.6498422712933754,0.6465124430424115,13314,rbf,10,0.1,1.0
51,0.6500584098323449,0.6509764646970456,0.6468629512793551,11982,rbf,10,0.1,1.0
52,0.4708871851536963,0.6518636747723219,0.6463371889239398,10651,rbf,10,0.1,1.0
53,0.5908425655237872,0.6526451335980256,0.6463371889239398,9319,rbf,10,0.1,1.0
54,0.530325971373992,0.6536054081121683,0.6466876971608833,7988,rbf,10,0.1,1.0
55,0.5306831661768591,0.6525461919783686,0.6472134595162986,6657,rbf,10,0.1,1.0
56,0.6463852560079214,0.3579342723004695,0.3548895899053628,5325,rbf,10,0.1,1.0
57,0.6452180451127819,0.6507260891337006,0.6465124430424115,3994,rbf,10,0.1,1.0
58,0.6134477845646009,0.642374154770849,0.6480897301086576,2662,rbf,10,0.1,1.0
59,0.6213342344625609,0.6543951915852743,0.6484402383456012,1331,rbf,10,0.1,1.0
60,0.35203529869646194,0.35323719393120023,0.35506484402383454,13314,rbf,10,0.1,3.0
61,0.4106259946728005,0.3515272909364046,0.35401331931300384,11982,rbf,10,0.1,3.0
62,0.47061472159997547,0.3507651863674772,0.3534875569575885,10651,rbf,10,0.1,3.0
63,0.3489643590222057,0.34971563472475586,0.3536628110760603,9319,rbf,10,0.1,3.0
64,0.40922346542200305,0.349899849774662,0.3538380651945321,7988,rbf,10,0.1,3.0
65,0.4103676590844925,0.6525461919783686,0.6466876971608833,6657,rbf,10,0.1,3.0
66,0.4716587981196815,0.6503286384976525,0.6472134595162986,5325,rbf,10,0.1,3.0
67,0.4126766917293233,0.357035553329995,0.35401331931300384,3994,rbf,10,0.1,3.0
68,0.36476322137426115,0.3677685950413223,0.354714335786891,2662,rbf,10,0.1,3.0
69,0.42735208808538194,0.38692712246431255,0.3555906063792499,1331,rbf,10,0.1,3.0
70,0.35203529869646194,0.35323719393120023,0.35506484402383454,13314,rbf,10,0.1,5.0
71,0.4106259946728005,0.3515272909364046,0.35401331931300384,11982,rbf,10,0.1,5.0
72,0.47061472159997547,0.3507651863674772,0.3534875569575885,10651,rbf,10,0.1,5.0
73,0.3489643590222057,0.34971563472475586,0.3536628110760603,9319,rbf,10,0.1,5.0
74,0.40922346542200305,0.349899849774662,0.3538380651945321,7988,rbf,10,0.1,5.0
75,0.4103676590844925,0.6525461919783686,0.6466876971608833,6657,rbf,10,0.1,5.0
76,0.4716587981196815,0.6503286384976525,0.6472134595162986,5325,rbf,10,0.1,5.0
77,0.4126766917293233,0.357035553329995,0.35401331931300384,3994,rbf,10,0.1,5.0
78,0.36476322137426115,0.3677685950413223,0.354714335786891,2662,rbf,10,0.1,5.0
79,0.42735208808538194,0.38692712246431255,0.3555906063792499,1331,rbf,10,0.1,5.0
80,0.35203529869646194,0.35323719393120023,0.35506484402383454,13314,rbf,10,0.1,10.0
81,0.4106259946728005,0.3515272909364046,0.35401331931300384,11982,rbf,10,0.1,10.0
82,0.47061472159997547,0.3507651863674772,0.3534875569575885,10651,rbf,10,0.1,10.0
83,0.3489643590222057,0.34971563472475586,0.3536628110760603,9319,rbf,10,0.1,10.0
84,0.40922346542200305,0.349899849774662,0.3538380651945321,7988,rbf,10,0.1,10.0
85,0.4103676590844925,0.6525461919783686,0.6466876971608833,6657,rbf,10,0.1,10.0
86,0.4716587981196815,0.6503286384976525,0.6472134595162986,5325,rbf,10,0.1,10.0
87,0.4126766917293233,0.357035553329995,0.35401331931300384,3994,rbf,10,0.1,10.0
88,0.36476322137426115,0.3677685950413223,0.354714335786891,2662,rbf,10,0.1,10.0
89,0.42735208808538194,0.38692712246431255,0.3555906063792499,1331,rbf,10,0.1,10.0
90,0.35203529869646194,0.35323719393120023,0.35506484402383454,13314,rbf,10,0.1,15.0
91,0.4106259946728005,0.3515272909364046,0.35401331931300384,11982,rbf,10,0.1,15.0
92,0.47061472159997547,0.3507651863674772,0.3534875569575885,10651,rbf,10,0.1,15.0
93,0.3489643590222057,0.34971563472475586,0.3536628110760603,9319,rbf,10,0.1,15.0
94,0.40922346542200305,0.349899849774662,0.3538380651945321,7988,rbf,10,0.1,15.0
95,0.4103676590844925,0.6525461919783686,0.6466876971608833,6657,rbf,10,0.1,15.0
96,0.4716587981196815,0.6503286384976525,0.6472134595162986,5325,rbf,10,0.1,15.0
97,0.4126766917293233,0.357035553329995,0.35401331931300384,3994,rbf,10,0.1,15.0
98,0.36476322137426115,0.3677685950413223,0.354714335786891,2662,rbf,10,0.1,15.0
99,0.42735208808538194,0.38692712246431255,0.3555906063792499,1331,rbf,10,0.1,15.0
100,0.35203529869646194,0.35323719393120023,0.35506484402383454,13314,rbf,10,0.1,20.0
101,0.4106259946728005,0.3515272909364046,0.35401331931300384,11982,rbf,10,0.1,20.0
102,0.47061472159997547,0.3507651863674772,0.3534875569575885,10651,rbf,10,0.1,20.0
103,0.3489643590222057,0.34971563472475586,0.3536628110760603,9319,rbf,10,0.1,20.0
104,0.40922346542200305,0.349899849774662,0.3538380651945321,7988,rbf,10,0.1,20.0
105,0.4103676590844925,0.6525461919783686,0.6466876971608833,6657,rbf,10,0.1,20.0
106,0.4716587981196815,0.6503286384976525,0.6472134595162986,5325,rbf,10,0.1,20.0
107,0.4126766917293233,0.357035553329995,0.35401331931300384,3994,rbf,10,0.1,20.0
108,0.36476322137426115,0.3677685950413223,0.354714335786891,2662,rbf,10,0.1,20.0
109,0.42735208808538194,0.38692712246431255,0.3555906063792499,1331,rbf,10,0.1,20.0
110,0.6484902549997996,0.6492414000300436,0.6463371889239398,13314,rbf,10,0.01,0.01
111,0.5902920630854037,0.6513937573026206,0.6463371889239398,11982,rbf,10,0.01,0.01
112,0.6506430360733862,0.6496103652239227,0.645285664213109,10651,rbf,10,0.01,0.01
113,0.4719269418700282,0.6537182101083807,0.6465124430424115,9319,rbf,10,0.01,0.01
114,0.6517275667265787,0.3514021031547321,0.35313704872064494,7988,rbf,10,0.01,0.01
115,0.648791161474937,0.650893796004206,0.6463371889239398,6657,rbf,10,0.01,0.01
116,0.5307580584391773,0.6490140845070422,0.6454609183315808,5325,rbf,10,0.01,0.01
117,0.4154329573934836,0.6479719579369053,0.6463371889239398,3994,rbf,10,0.01,0.01
118,0.5799729154029538,0.6397445529676935,0.6437083771468629,2662,rbf,10,0.01,0.01
119,0.527354904114218,0.6378662659654395,0.6472134595162986,1331,rbf,10,0.01,0.01
120,0.6478142973837726,0.6492414000300436,0.6463371889239398,13314,rbf,10,0.01,0.1
121,0.5897912283608627,0.6518945084293106,0.6461619348054679,11982,rbf,10,0.01,0.1
122,0.6508306532101134,0.651394235283072,0.6456361724500526,10651,rbf,10,0.01,0.1
123,0.47224883028204545,0.6537182101083807,0.6465124430424115,9319,rbf,10,0.01,0.1
124,0.6509764712155859,0.6534802203304958,0.6461619348054679,7988,rbf,10,0.01,0.1
125,0.6489415374147866,0.650893796004206,0.6463371889239398,6657,rbf,10,0.01,0.1
126,0.5307580584391773,0.6490140845070422,0.6454609183315808,5325,rbf,10,0.01,0.1
127,0.4720745614035088,0.6479719579369053,0.6463371889239398,3994,rbf,10,0.01,0.1
128,0.580348855252578,0.6397445529676935,0.6437083771468629,2662,rbf,10,0.01,0.1
129,0.5754752048660978,0.6311044327573253,0.6431826147914476,1331,rbf,10,0.01,0.1
130,0.6479644757046588,0.6492414000300436,0.6463371889239398,13314,rbf,10,0.01,0.2
131,0.5899581732690431,0.6518945084293106,0.6461619348054679,11982,rbf,10,0.01,0.2
132,0.5911124755791837,0.6405032391324759,0.6359971959341044,10651,rbf,10,0.01,0.2
133,0.5296833064949007,0.6537182101083807,0.6465124430424115,9319,rbf,10,0.01,0.2
